55	245	3417	1
180	519	34	1
100	892	100	1
5	1351	11	1
357	1760	26	1
21	2728	6	1
2236	3563	141	1
19	3864	19	1
141	3908	141	1
211	4220	362	1
99	4230	529	1
0	4293	11	1
89	4370	37	1
0	4373	7	1
31	4426	456	1
290	4720	99	1
2172	4869	182	1
100	4978	100	1
182	5437	0	1
511	5685	461	1
43	5776	145	1
31	6063	18	1
0	6610	2003	1
3	6823	673	1
64	7033	64	1
3193	8062	247	1
57	8065	247	1
247	8720	16	1
93	8792	93	1
64	9277	64	1
456	9717	31	1
18	9799	31	1
1720	9858	3	1
389	9883	389	1
290	9916	389	1
211	10002	362	1
362	10227	572	1
127	10296	1	1
362	10319	277	1
211	10353	277	1
31	10483	31	1
456	10525	31	1
141	10528	34	1
11	10627	11	1
141	10669	11	1
1151	10670	11	1
0	10741	11	1
182	11139	1	1
2043	11767	2043	1
2001	13149	3354	1
913	13686	167	1
913	14236	15	1
43	14575	7	1
93	14673	7	1
389	14758	641	1
389	14847	641	1
389	14848	641	1
0	14873	141	1
141	14932	141	1
2236	15023	141	1
0	15024	141	1
58	16052	14	1
31	16460	100	1
31	16467	100	1
456	16492	100	1
1110	16493	100	1
99	16740	1701	1
180	17431	4569	1
83	19123	83	1
31	19178	65	1
456	19217	65	1
14	19585	2530	1
100	19618	31	1
31	19640	31	1
2001	19643	4962	1
100	19672	31	1
456	19698	31	1
100	19737	31	1
770	19763	31	1
182	19844	247	1
182	19889	247	1
7	19899	247	1
7	19909	247	1
6658	20912	4	1
15	20922	4	1
913	20936	4	1
83	21031	4	1
83	21032	4	1
166	21528	1355	1
2233	24821	0	1
511	24858	0	1
6	24906	0	1
7	24951	365	1
141	24982	365	1
0	24991	365	1
11	25005	365	1
456	26043	744	1
18	26061	744	1
220	27608	2279	1
56	30950	320	1
3193	31017	320	1
742	31067	320	1
2233	31509	173	1
2172	31534	173	1
4	31539	173	1
112	31543	173	1
0	31551	173	1
43	31552	173	1
43	31558	173	1
270	31564	115	1
3	31574	1591	1
182	31579	173	1
13	31584	173	1
2172	31586	173	1
1720	31592	1591	1
0	31600	173	1
742	31607	1591	1
312	31609	173	1
112	31610	173	1
112	31611	173	1
627	32824	16	1
627	32871	16	1
456	33494	100	1
456	33504	100	1
18	33544	100	1
456	33548	100	1
456	33559	100	1
31	33575	100	1
11	33605	34	1
969	33618	34	1
141	33619	34	1
7	33639	34	1
11	33646	34	1
1151	33649	34	1
11	33650	34	1
11	33662	34	1
0	33674	34	1
141	33676	34	1
456	33711	100	1
456	33750	100	1
31	33759	100	1
31	33762	100	1
31	33765	100	1
1110	33766	100	1
31	33773	100	1
100	33778	100	1
1110	33791	100	1
18	33797	100	1
1110	33800	100	1
100	33806	100	1
100	33811	100	1
200	38865	5	1
31	39598	18	1
6	39701	12	1
19	40304	17	1
81	40323	81	1
19	41028	1799	1
21	41467	22	1
211	41877	61	1
969	42191	11	1
1355	42537	121	1
17	42580	17	1
127	45120	64	1
31	45196	18	1
13	45244	552	1
2384	45972	46	1
56	46377	3	1
247	46715	57	1
313	46748	58	1
58	46759	1	1
3	46979	3	1
3	47226	1470	1
154	47266	1470	1
17	47315	887	1
7	47504	6081	1
627	48497	340	1
627	48499	340	1
804	48571	2088	1
142	48894	138	1
58	48936	138	1
100	49081	18	1
456	49090	18	1
770	49116	18	1
18	49118	18	1
1151	49348	2236	1
11	49450	2236	1
2043	50416	39	1
2043	50423	39	1
93	50425	39	1
705	50823	17	1
7	51025	5	1
389	53365	99	1
2088	53397	99	1
290	53503	99	1
312	53566	7	1
742	53567	3	1
154	53649	3	1
7	53685	7	1
3386	53876	169	1
5	54002	143	1
18	54228	18	1
11	54509	7	1
141	54563	7	1
58	54734	58	1
31	55042	18	1
1110	55056	18	1
100	55631	946	1
18	55694	946	1
15	57598	15	1
913	57618	15	1
15	57649	15	1
6658	57650	15	1
15	57652	15	1
913	57710	15	1
100	57743	18	1
100	58112	18	1
100	58115	18	1
1110	58120	18	1
18	58130	18	1
31	58135	18	1
18	58209	18	1
247	58358	57	1
247	58367	57	1
89	58373	57	1
51	58402	57	1
51	58427	57	1
13	59319	15	1
13	59402	15	1
13	59422	15	1
4	59462	15	1
13	59498	15	1
627	59625	220	1
357	59690	645	1
127	59698	645	1
64	59709	645	1
64	59725	645	1
127	59748	645	1
56	59807	842	1
2088	60148	99	1
220	60212	25	1
2384	62862	3559	1
3193	63301	57	1
4	63316	57	1
5	63328	0	1
43	63345	57	1
100	64550	31	1
1110	64614	31	1
770	64623	31	1
3	66344	8	1
220	67675	89	1
31	68739	578	1
31	68741	578	1
100	68755	578	1
456	68758	578	1
100	68767	578	1
456	68776	578	1
31	68795	578	1
89	69838	57	1
627	71109	32	1
100	71787	480	1
1110	71790	18	1
100	71804	480	1
31	71806	480	1
456	71815	480	1
31	71829	480	1
31	71864	18	1
1110	71870	480	1
180	71997	11	1
100	72059	18	1
1110	72081	18	1
100	72093	18	1
31	72097	18	1
770	72108	18	1
18	72114	18	1
456	72115	18	1
100	72120	18	1
100	72122	18	1
100	72131	18	1
1110	72147	18	1
1110	72149	18	1
18	72152	18	1
484	75337	89	1
53	75386	89	1
58	75394	89	1
22	75398	89	1
58	75428	89	1
7108	75442	89	1
14	419	130	2
234	509	10	2
100	819	100	2
584	920	861	2
54	1091	6	2
211	1300	67	2
211	2811	61	2
103	3084	103	2
149	3140	2176	2
230	3722	66	2
22	4181	614	2
1669	4198	173	2
266	4229	33	2
9	4812	2	2
182	4987	2172	2
10	5012	3938	2
499	5614	145	2
959	5874	52	2
2	6067	251	2
20	6243	45	2
22	6267	1606	2
6	6299	1606	2
43	6755	39	2
8	7167	6788	2
42	7198	6788	2
87	7239	400	2
2674	7321	6788	2
2674	7340	87	2
2558	7392	481	2
0	7933	247	2
86	7942	86	2
8	8090	796	2
510	8809	8	2
42	8872	8	2
64	9185	64	2
524	9750	3	2
2937	9795	3	2
56	9823	56	2
524	10056	44	2
324	10213	9	2
18	10474	31	2
429	10504	484	2
