12	1594	12	8
4067	259	4289	9
89	871	517	9
89	797	3354	11
12	872	517	11
48	652	1395	16
15	278	237	20
15	1011	914	24
27	254	59	31
59	987	27	31
237	745	7173	36
4614	675	2409	40
9	1249	35	40
2409	1402	4614	40
92	282	3274	43
231	477	640	45
22	1564	22	49
288	623	56	51
148	639	3322	51
6121	690	9	51
9	1417	6121	51
6497	635	27	53
628	1351	315	56
1081	841	718	57
4578	1587	917	57
917	1588	917	57
940	924	1082	58
0	880	64	60
2	1602	2	60
2	879	64	62
64	1601	2	62
9	897	1	66
1	1619	9	66
46	1043	0	67
2170	1054	2	69
0	812	2	73
38	1495	1173	73
5	1428	0	79
86	1022	11	80
53	701	376	81
2	1536	0	83
449	1647	326	86
90	1150	6	87
0	795	2	89
2	1519	0	89
11	1571	0	90
154	1057	596	91
3	476	3	93
7	806	7	93
1	404	2026	94
6	570	6	94
64	1530	15	94
3	1205	2	95
0	846	265	101
1255	1633	3139	104
64	605	1312	106
2	1346	0	109
440	510	260	110
98	1193	0	112
1870	1302	1770	112
42	765	3488	114
1163	618	8941	116
43	660	5	116
12	1143	27	116
27	411	12	117
0	793	3	127
39	977	376	128
20	1148	15	129
14	1321	534	131
10	1583	120	135
31	1400	31	141
4540	1000	447	143
29	1237	400	144
447	266	2	145
14	1522	288	146
47	1158	0	149
119	1241	46	150
96	1093	250	159
319	363	96	161
2308	590	1699	164
11	997	5366	166
7	518	2	167
5	766	5	169
859	271	6	170
64	896	88	178
391	936	485	178
122	934	485	179
206	1289	552	179
552	560	48	180
22	1026	7	187
7	292	2	188
1325	1062	8	191
111	1554	182	192
115	1559	145	192
196	830	24	195
631	325	15	210
12	825	157	212
157	1549	12	212
0	1395	0	218
3	668	2	219
89	712	684	219
0	1394	0	219
89	1439	317	219
5	642	6	222
26	1004	0	222
3296	1694	64	227
335	1472	49	240
26	596	88	242
89	1227	8	244
146	970	146	247
64	1693	64	247
64	971	146	248
89	1234	59	248
64	969	146	249
7	1096	4355	249
74	1501	1402	249
146	1692	64	249
46	1168	0	253
168	438	12	254
163	1409	164	254
463	838	8	255
148	1401	38	257
641	1261	641	262
30	379	30	269
55	1432	10	269
10	705	39	270
35	532	3394	276
250	1003	477	280
27	848	14	284
3	1228	217	287
12	847	14	288
86	794	5187	291
48	270	48	292
64	828	146	294
146	1552	64	294
30	682	523	295
689	1487	154	300
1356	641	738	304
6	1044	5	304
738	1367	31	305
30	1699	39	305
376	1700	39	305
30	976	376	306
38	674	135	307
39	975	376	308
376	1698	39	308
193	1065	80	310
7652	949	192	312
9	950	192	312
161	1181	1539	312
1428	1672	9	312
9	948	192	313
95	527	31	317
31	1256	95	317
5	1151	73	325
93	367	93	326
1	449	1689	326
1689	1179	1	326
25	632	25	329
25	804	0	329
0	1528	25	329
1218	1246	62	332
2	1360	0	333
57	1533	1833	333
274	294	3	337
1277	907	1277	338
593	1629	593	338
0	473	30	339
9	1468	9	339
7	1063	3	340
30	1569	113	341
36	1252	16	342
981	782	918	355
2	493	103	359
471	1222	7	359
14	831	31	362
31	1555	14	362
529	1497	4642	364
0	621	668	366
65	497	36	368
2	1568	471	373
0	291	26	378
31	832	31	379
95	1556	14	379
372	809	582	397
39	1059	621	397
225	1595	100	400
39	290	39	404
0	962	61	404
133	1036	66	404
20	288	225	408
2	961	61	408
6	1236	5	408
38	324	5525	410
1	742	2259	410
178	495	1444	411
35	573	136	412
154	331	23	413
774	1526	70	413
263	918	35	414
0	917	35	416
35	1640	0	416
17	802	224	422
6	1300	420	422
9	1703	27	424
104	1459	42	433
808	651	248	436
193	913	1	436
1352	1684	400	436
3485	1685	400	436
90	316	17	437
1	1634	10	438
2434	519	436	440
400	960	61	441
61	1683	400	441
322	704	68	443
120	733	1517	443
0	760	385	443
2076	761	385	443
27	1336	12	443
0	1496	0	443
1	392	2	444
159	1123	10	445
192	1623	9	445
2	599	2	448
1428	901	1093	448
0	860	14	451
35	468	592	453
263	1478	716	454
2341	1562	192	458
9	548	1093	459
566	821	454	459
471	843	547	459
1093	1277	9	459
173	321	201	460
192	837	1093	461
35	1320	61	464
73	1618	1844	464
61	589	111	465
335	1041	49	467
217	1406	2	469
1	796	2	470
3	1311	5	471
2	1521	236	471
49	307	63	472
159	571	51	472
0	679	127	472
145	834	3920	475
473	374	1	482
83	938	5	483
6	1662	6	483
14	1104	10	484
6	937	5	485
2	1348	3	485
5	1661	6	485
66	749	140	489
723	480	15	491
15	1210	723	491
2525	1190	30	497
129	1250	3	497
237	664	15	499
17	721	211	499
14	833	1613	499
196	1529	70	503
0	805	29	507
2	579	292	508
0	1669	556	508
14	774	292	509
0	1186	292	510
2	944	0	511
2	1668	556	511
556	943	0	513
0	1667	556	513
221	1316	332	516
2310	567	413	517
44	935	44	517
10	1659	10	517
44	1658	10	518
7	360	0	520
77	1090	2	521
1	1102	10	525
0	395	16	527
6176	1126	0	527
3	619	1140	531
506	1545	1418	536
2	502	60	543
1769	273	1	547
2142	1290	57	547
194	561	194	548
2383	1627	0	548
12	658	62	549
62	1385	12	549
0	905	1213	552
12	1145	12	560
0	898	0	571
2	1620	14	571
62	439	12	574
438	1169	27	576
104	390	2	580
2	1121	104	580
384	1390	368	583
144	608	23	585
259	1101	0	586
6	1306	5	586
48	592	14	588
1	1052	4146	588
48	440	119	593
119	1170	48	593
53	594	35	595
3	754	15	600
100	1479	7	600
428	312	428	606
1	1582	12	607
14	453	1	608
12	858	14	608
7	1017	3	608
10	384	2	609
2	1115	10	609
12	1359	62	609
30	601	39	610
54	280	134	611
3	283	7	611
772	763	27	611
134	1013	54	611
1	1182	14	612
40	1557	1	612
1627	322	39	613
46	631	62	613
214	540	214	614
1062	1269	1062	614
100	361	15	617
165	515	119	617
15	1091	100	617
1713	979	62	619
27	980	62	619
46	1702	27	619
27	978	62	620
236	1053	880	620
62	1701	27	620
35	517	1	621
201	1544	93	625
70	315	212	627
6	320	6	627
65	856	1157	627
1157	1578	71	628
1	469	14	631
39	993	39	633
0	371	2897	639
9	998	196	639
2897	1100	7	640
2	1135	127	640
1465	1154	10	644
43	1172	73	644
199	442	384	647
92	1197	1	647
9	820	2561	650
229	368	560	652
14	1361	1	657
0	311	5972	660
22	732	718	663
718	1458	22	663
47	1650	47	667
11	1502	414	669
1	267	1	676
0	523	129	676
2571	927	170	677
560	1097	2606	677
170	1651	0	677
4499	1098	776	678
3	926	170	680
12	1666	27	681
0	925	170	682
170	1649	0	682
575	999	575	683
12	941	12	684
260	1603	0	684
27	1665	27	684
12	1664	27	685
372	829	372	687
57	1553	57	687
36	1187	12	690
600	1660	168	690
409	1391	1401	694
0	881	2	698
610	1343	55	699
610	614	610	700
35	474	2	702
7	726	586	706
586	1452	7	706
62	260	39	707
236	865	357	708
1	1589	18	709
876	591	3064	710
744	722	744	710
545	1448	545	710
1758	769	61	711
17	251	39	717
39	984	17	717
82	506	525	722
72	603	59	722
187	491	1784	723
525	1224	626	724
14	1106	1	732
34	1325	16	737
1	883	0	738
118	654	146	739
25	1381	64	739
2	1605	14	739
246	1146	286	741
286	414	30	744
15	1410	26	744
47	683	7	745
1963	1366	5831	746
1	1642	9	747
2	1393	0	748
2040	276	142	752
0	667	2	752
9	681	663	755
2	1009	662	755
663	1408	9	755
78	344	6	759
5	1074	68	760
1	1499	27	760
26	767	7	761
14	1498	27	764
43	1056	5	767
57	460	194	769
46	1437	12	774
123	499	123	777
254	471	14	782
463	377	14	785
2	606	221	786
812	1199	352	786
1468	850	349	787
331	1040	331	789
26	528	137	794
225	1257	7	794
46	773	62	797
64	336	2	802
11	433	2	804
2348	483	3832	810
3832	1213	2348	810
1	456	27	813
16	752	7	816
80	1575	1	818
13	342	787	839
36	1031	36	843
11	1024	55	845
1425	285	9	848
1	1099	400	849
524	348	6	851
7	550	704	853
6	1078	5	854
15	1279	7	857
43	1515	78	858
5	1141	6	860
750	1337	12	863
31	772	0	864
40	811	2	864
11	1535	1	865
12	607	27	867
40	1654	2	871
596	751	9	872
184	859	14	873
2	1653	2	873
0	394	0	874
210	1125	2	874
93	1475	9	874
14	1581	12	875
8	441	8	878
59	1171	59	878
27	942	62	892
20	284	20	893
27	940	62	894
813	1046	0	902
2844	415	332	905
497	1294	30	909
10	574	39	910
1008	813	413	911
413	1537	1008	911
66	1329	945	913
1056	378	38	914
246	1153	497	915
139	555	139	917
674	1284	674	917
5	396	43	922
43	1127	5	922
51	1303	38	932
330	1177	1	935
22	807	718	941
718	1531	22	941
26	700	136	944
7	1427	7	944
740	1108	1	946
8	1248	8	947
17	1196	70	951
45	1608	12	951
27	886	156	953
156	1609	12	954
0	447	3000	956
31	887	156	956
12	885	156	958
156	1607	12	958
1560	1198	166	962
145	1324	22	962
7	870	15	964
51	1322	51	964
1650	1584	38	964
15	1593	7	964
3473	1565	278	972
674	562	139	973
128	287	35	975
3369	1157	7	975
0	467	1863	978
39	1204	10	983
12	454	27	989
27	645	12	989
0	446	9	997
9	1176	0	997
23	1483	23	998
