224	540	2899	0
56	884	56	0
157	951	306	0
188	1261	714	0
115	1606	122	0
70	1755	608	0
5	2260	1810	0
106	2411	1886	0
260	2751	199	0
260	2756	199	0
260	2769	199	0
260	2770	199	0
260	2772	199	0
260	2776	199	0
251	2901	80	0
77	2913	66	0
19	3213	455	0
21	3349	1069	0
236	3512	3909	0
310	3754	80	0
65	3767	80	0
65	3774	80	0
65	3777	80	0
506	3781	80	0
251	3783	80	0
77	3791	373	0
183	3873	63	0
182	4182	122	0
67	4185	1256	0
489	4409	324	0
1	4415	324	0
97	4417	324	0
164	4457	763	0
378	4816	50	0
19	4936	44	0
122	4950	44	0
303	5079	336	0
68	5149	98	0
19	5320	455	0
172	5892	172	0
251	6350	286	0
177	6739	198	0
122	11152	397	0
23	11361	235	0
205	11371	4627	0
297	11472	968	0
80	12222	1019	0
260	13525	199	0
251	13617	38	0
428	13971	2244	0
428	14456	38	0
194	14458	98	0
344	14469	38	0
205	14926	296	0
322	15092	65	0
301	15271	15	0
19	15508	280	0
414	15518	956	0
122	15609	122	0
216	15620	122	0
47	15707	46	0
452	15977	42	0
53	16087	79	0
363	16252	431	0
207	18842	2536	0
871	1236	50	24
42	1266	42	24
965	1631	1456	24
561	1838	50	24
681	1990	1223	24
909	2053	1251	24
373	2724	66	24
704	2827	148	24
19	2888	395	24
80	2976	80	24
738	3319	65	24
45	3684	44	24
67	3772	80	24
80	3784	66	24
597	3787	80	24
747	3818	685	24
172	4081	172	24
79	4235	158	24
811	4362	63	24
306	4953	796	24
115	5072	1268	24
42	5250	42	24
950	5272	391	24
219	5292	455	24
567	5332	70	24
529	5611	80	24
700	5737	400	24
976	5874	6268	24
736	6096	729	24
481	6173	1305	24
934	7180	2320	24
300	7557	235	24
79	10145	339	24
738	10156	339	24
1022	11606	57	24
70	12608	125	24
925	12714	42	24
600	13113	2814	24
414	13328	1527	24
144	13530	144	24
944	13621	42	24
368	13674	2093	24
644	14460	198	24
786	14465	98	24
6	14484	198	24
850	14684	1188	24
850	15309	1188	24
80	15598	65	24
61	15875	50	24
76	16046	38	24
115	16165	64	24
911	16548	1403	24
912	16556	1403	24
600	17168	600	24
85	17556	833	24
128	17801	990	24
849	17949	15237	24
1052	18584	4504	24
57	19983	1229	24
262	589	466	48
19	725	122	48
400	1194	42	48
141	1514	63	48
1153	1597	463	48
843	2086	664	48
1088	2240	439	48
1267	2370	436	48
297	2674	32	48
382	2687	125	48
80	2907	66	48
6	3132	90	48
44	3205	401	48
588	3242	42	48
80	3468	1304	48
1304	3474	1304	48
8	3703	2442	48
80	3761	80	48
80	3779	80	48
65	3786	80	48
1302	3980	1302	48
1302	4008	1302	48
1099	4078	1749	48
1354	4101	558	48
144	4186	122	48
823	4649	823	48
80	4745	28	48
1301	4793	1389	48
1301	4834	1389	48
1529	5573	42	48
1433	5618	172	48
400	5718	70	48
770	5875	172	48
125	6047	42	48
1275	6201	80	48
122	6210	1305	48
66	6621	66	48
122	6629	278	48
79	6637	66	48
65	6644	66	48
573	6705	445	48
240	6945	300	48
38	7176	38	48
823	7183	2320	48
1521	7191	2320	48
1283	7199	2320	48
1358	7283	1358	48
48	7388	397	48
57	8041	11467	48
6	8389	66	48
1394	9049	28	48
126	9382	66	48
126	9394	66	48
1547	10988	5118	48
397	11118	44	48
1020	11250	1212	48
382	11268	70	48
1284	11282	1285	48
1176	11569	189	48
122	11695	260	48
21	11966	748	48
1203	12145	2082	48
1205	12174	2082	48
1413	12232	13440	48
339	12388	345	48
19	12467	391	48
400	12469	391	48
42	12495	391	48
1254	12539	1682	48
91	14463	38	48
306	14471	38	48
198	14472	98	48
50	14474	38	48
198	14481	38	48
1238	14807	3783	48
1238	14838	3783	48
851	15321	1188	48
1035	15661	940	48
530	15672	424	48
729	15681	1995	48
556	16049	28	48
1176	16091	1551	48
415	16120	42	48
1063	16137	77	48
1365	16282	977	48
400	16359	485	48
1249	16465	1631	48
684	16679	50	48
1366	16835	258	48
1019	16848	258	48
424	16860	258	48
235	16874	258	48
67	16950	66	48
258	17302	38	48
115	17305	77	48
70	17368	391	48
1517	17380	391	48
64	17954	258	48
80	17955	258	48
1304	17959	258	48
122	17962	258	48
1304	17964	258	48
1343	18266	300	48
1242	18759	989	48
63	18849	4335	48
50	19333	42	48
1116	19813	6525	48
1784	358	172	72
1939	403	401	72
1588	446	618	72
1776	471	2127	72
79	820	2157	72
28	1558	334	72
122	1757	125	72
309	1964	725	72
42	2004	44	72
1691	2279	3303	72
8	2910	705	72
441	2961	6	72
5	3680	38	72
191	3756	66	72
32	3780	38	72
28	3793	66	72
97	4890	63	72
126	5021	734	72
298	5097	70	72
615	5236	2261	72
42	5469	122	72
8	5924	9	72
1623	6268	568	72
53	6558	582	72
480	6617	278	72
57	6713	198	72
67	6734	198	72
1700	6885	2599	72
618	6946	187	72
67	7036	802	72
116	7048	2789	72
19	7226	280	72
414	7257	280	72
1000	7693	1558	72
70	7973	70	72
494	8010	182	72
1619	8027	127	72
568	8037	127	72
1623	8039	127	72
465	8643	14433	72
538	9671	4734	72
5	11087	5	72
122	11211	2259	72
949	11270	1665	72
1	11526	50	72
615	12029	67	72
1254	12310	1963	72
63	13080	63	72
1320	13471	9249	72
122	13915	44	72
89	14090	1626	72
115	14477	38	72
1713	14511	3288	72
596	15113	22	72
1813	15587	198	72
300	15755	4562	72
136	15884	6	72
1227	16319	1785	72
391	16365	69	72
32	16797	5	72
35	16814	5	72
1878	17297	38	72
307	17357	6	72
80	17364	6	72
1957	17369	122	72
459	17398	459	72
949	17526	46	72
260	17658	260	72
240	17683	260	72
1763	17686	260	72
50	17793	990	72
979	17818	1428	72
1280	17845	661	72
122	17914	122	72
80	18353	145	72
1558	18953	10376	72
787	657	2466	96
350	920	539	96
661	1009	6758	96
1519	1932	77	96
951	2035	587	96
38	2889	236	96
67	2891	236	96
28	2896	236	96
67	2904	236	96
6	2915	236	96
42	3159	42	96
445	3285	415	96
606	3465	260	96
63	3665	382	96
1354	3757	38	96
28	3766	80	96
66	3771	38	96
